X043,Homem,9ºA,tecnologia,Educação Física,jogador de futebol,Não me vejo alcançando esse sonho,"Cuidar de familiares (avós, irmãos), Doença (gripe, virose, entre outros)","Seus amigos, Os jogos, esportes ou eventos da escola",Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,JEESP (Jogos Escolares do Estado de São Paulo),Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Às vezes,Nunca,Às vezes,Às vezes,Nunca,Nunca,Sempre,Nunca,Nunca,Às vezes,1,5,4,Não
X044,Mulher,9ºA,"Português, Matemática","Ciências, Educação Física",não sei,Não me vejo alcançando esse sonho,"Chuva ou tempo ruim, Cuidar de familiares (avós, irmãos)","A forma como algum professor ou funcionário da escola te trata, Seus amigos, Os jogos, esportes ou eventos da escola",Poucas vezes,Poucas vezes,Não conheço/Nunca participei de nenhuma,Às vezes,Sempre,Às vezes,Nunca,Às vezes,Às vezes,Nunca,Às vezes,Sempre,Às vezes,Sempre,Às vezes,Às vezes,Sempre,Sempre,Às vezes,Sempre,Às vezes,Às vezes,Às vezes,7,7,3,
X045,Mulher,9ºA,"Matemática, História","Português, Ciências","Ter um emprego muito bom, que eu ganhe muito bem, e que com minha profissão eu faça diferença na sociedade, e que eu consiga ajudar quem sempre me ajudou.",Muito capaz,"Doença (gripe, virose, entre outros)","A forma como algum professor ou funcionário da escola te trata, A forma como a direção ou coordenação te tratam, A segurança da escola",Poucas vezes,"Nem muito, nem pouco",Não conheço/Nunca participei de nenhuma,Nunca,Nunca,Nunca,Nunca,Às vezes,Nunca,Nunca,Às vezes,Nunca,Às vezes,Nunca,Às vezes,Sempre,Às vezes,Sempre,Às vezes,Às vezes,Nunca,Às vezes,Sempre,4,8,4,
X046,Mulher,6ºC,"Português, Matemática","Ciências, Educação Física",ser medica ,Pouco capaz,"Chuva ou tempo ruim, Doença (gripe, virose, entre outros)","A forma como os professores explicam a matéria, Seus amigos, A segurança da escola",Poucas vezes,"Nem muito, nem pouco","Olimpíadas (OBMEP, OBA, OMN, Canguru de Matemática)",Às vezes,Sempre,Às vezes,Às vezes,Às vezes,Nunca,Às vezes,Nunca,Nunca,Nunca,Às vezes,Sempre,Sempre,Sempre,Sempre,Às vezes,Às vezes,Sempre,Às vezes,Às vezes,7,5,4,que a escola e muito legal
X047,Mulher,9ºA,"Ciências, História","Educação Física, Projeto de Vida",Realizar os sonhos da minha família,Muito capaz,Chuva ou tempo ruim,"A forma como algum professor ou funcionário da escola te trata, A forma como a direção ou coordenação te tratam, Como os professores ouvem você e os outros alunos",Poucas vezes,"Nem muito, nem pouco",Não conheço/Nunca participei de nenhuma,Nunca,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Nunca,Às vezes,Sempre,Às vezes,Às vezes,Sempre,Sempre,Às vezes,Sempre,Às vezes,Sempre,Sempre,Sempre,Às vezes,7,6,3,que eu gosto muito do Marilsa
X048,Homem,9ºA,"Ciências, Educação Física","Arte, Educação Física",Ser medico e ter boas codições financeira.,Normal,"Chuva ou tempo ruim, Doença (gripe, virose, entre outros)","A forma como a direção ou coordenação te tratam, Os jogos, esportes ou eventos da escola, A segurança da escola",Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,"ETEC, JEESP (Jogos Escolares do Estado de São Paulo), FATEC",Nunca,Nunca,Nunca,Nunca,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Nunca,Sempre,Às vezes,Sempre,Às vezes,10,2,4,"Não, ela e ótima assim mesmo, tem algumas coisas que pode melhora mais ela e boa sim"
X049,Mulher,9ºA,"Português, Matemática","História, Arte",ser atriz internacional muito famosa,Muito capaz,"Chuva ou tempo ruim, Doença (gripe, virose, entre outros)","A forma como os professores explicam a matéria, Seus amigos, Os jogos, esportes ou eventos da escola","Nem muito, nem pouco",Não fui vítima de bullying/agressões nos últimos 12 meses,Não conheço/Nunca participei de nenhuma,Nunca,Às vezes,Às vezes,Nunca,Nunca,Nunca,Às vezes,Nunca,Nunca,Às vezes,Às vezes,Sempre,Sempre,Às vezes,Às vezes,Às vezes,Às vezes,Sempre,Às vezes,Sempre,2,10,4,
X050,Mulher,6ºC,"Matemática, Geografia","Português, Ciências",se forma na ginastica,Muito capaz,"Cuidar de familiares (avós, irmãos), Problemas de transporte (ônibus atrasado, trânsito, etc)","A forma como algum professor ou funcionário da escola te trata, Seus amigos",Poucas vezes,Não fui vítima de bullying/agressões nos últimos 12 meses,Projeto de Pesquisa,Nunca,Às vezes,Nunca,Nunca,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Nunca,Às vezes,Sempre,Às vezes,Sempre,Às vezes,Sempre,Sempre,Sempre,Às vezes,Às vezes,6,2,4,a comida ta escola e ruim
X051,Homem,8ºB,"História, Projeto de Vida","Matemática, Ciências",Vira jogador de futebol,Não me vejo alcançando esse sonho,"Chuva ou tempo ruim, Cuidar de familiares (avós, irmãos)","Seus amigos, Os jogos, esportes ou eventos da escola, Como os professores ouvem você e os outros alunos",Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,"Olimpíadas (OBMEP, OBA, OMN, Canguru de Matemática), JEESP (Jogos Escolares do Estado de São Paulo)",Nunca,Nunca,Nunca,Nunca,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Sempre,Sempre,Às vezes,Às vezes,Às vezes,Sempre,Sempre,Nunca,Sempre,6,9,4,
X052,Mulher,8ºB,"Matemática, Geografia","Português, Ciências",ter uma lamborghini,Não me vejo alcançando esse sonho,"Chuva ou tempo ruim, Doença (gripe, virose, entre outros)","A forma como a direção ou coordenação te tratam, Seus amigos, Os jogos, esportes ou eventos da escola",Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,"JEESP (Jogos Escolares do Estado de São Paulo), FATEC",Às vezes,Às vezes,Às vezes,Às vezes,Nunca,Nunca,Nunca,Às vezes,Nunca,Sempre,Nunca,Às vezes,Sempre,Sempre,Às vezes,Às vezes,Sempre,Sempre,Às vezes,Sempre,3,7,4,"Eu não  consigo entender nada em matematica, dai  eu fico assistindo vidios pra poder entender o coteudo."
X053,Homem,9ºA,"Português, Matemática","Ciências, Educação Física",nenhum,Normal,"Chuva ou tempo ruim, Cuidar de familiares (avós, irmãos)","A forma como algum professor ou funcionário da escola te trata, Seus amigos, Os jogos, esportes ou eventos da escola",Poucas vezes,Não fui vítima de bullying/agressões nos últimos 12 meses,Não conheço/Nunca participei de nenhuma,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Nunca,Sempre,Sempre,Às vezes,Às vezes,8,3,3,não
X054,Mulher,8ºB,"Português, Geografia","Matemática, educação financeira",ser professora,Pouco capaz,"Chuva ou tempo ruim, Doença (gripe, virose, entre outros)","A forma como algum professor ou funcionário da escola te trata, A forma como os professores explicam a matéria, Seus amigos",Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,Não conheço/Nunca participei de nenhuma,Nunca,Nunca,Nunca,Nunca,Às vezes,Às vezes,Nunca,Nunca,Nunca,Nunca,Sempre,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,3,10,4,não 
X055,Homem,6ºC,"Português, Matemática","Ciências, Educação Física",ter um canal do youtube game desenhos e outros,Muito capaz,"Chuva ou tempo ruim, Doença (gripe, virose, entre outros)","A forma como os professores explicam a matéria, Seus amigos, Como os professores ouvem você e os outros alunos",Não penso em abandonar a escola,Muitas vezes,Não conheço/Nunca participei de nenhuma,Nunca,Nunca,Nunca,Nunca,Às vezes,Às vezes,Às vezes,Nunca,Às vezes,Sempre,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Sempre,Às vezes,Às vezes,Às vezes,3,0,4,
X056,Mulher,9ºA,"Ciências, ingles","Matemática, Educação Física",Meu maior sonho ter um iphone XR,Não me vejo alcançando esse sonho,"Cuidar de familiares (avós, irmãos), Doença (gripe, virose, entre outros)","A forma como os professores explicam a matéria, Os jogos, esportes ou eventos da escola",Não penso em abandonar a escola,Poucas vezes,"Olimpíadas (OBMEP, OBA, OMN, Canguru de Matemática), IF - Instituto Federal",Nunca,Nunca,Nunca,Nunca,Às vezes,Nunca,Às vezes,Nunca,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Sempre,6,3,2,No momento não 
X057,Homem,6ºC,"Arte, Projeto de Vida","Português, História","ter um caminhao arqueado,virar caminhoneiro,voltar para morar em sao vicente ferrer
",Muito capaz,"Cuidar de familiares (avós, irmãos), Doença (gripe, virose, entre outros)","A forma como algum professor ou funcionário da escola te trata, Os jogos, esportes ou eventos da escola, Como os professores ouvem você e os outros alunos",Poucas vezes,"Nem muito, nem pouco","Olimpíadas (OBMEP, OBA, OMN, Canguru de Matemática)",Às vezes,Nunca,Nunca,Nunca,Às vezes,Às vezes,Às vezes,Sempre,Às vezes,Sempre,Às vezes,Sempre,Às vezes,Sempre,Às vezes,Às vezes,Sempre,Sempre,Sempre,Às vezes,1,2,4,"minha escola é até que lagal mas os banheiro tão tudo quebrado faltando agua descarga não funciona nao tem papel , a merenda parece do bom prato, os pimbolim estão todos quebrados e ruims tambem nao pode ficar na diretoria quando esta muito barulho no patio os funcionarios deixa as pessoas correr e nao pode almoçar no patio e dentro do refeitorio e miuto apertado tem pouca cadeira a fila é muito grande de vez em quanto da vontade de não comer de tao grande e  a quadra que esta pessesima e eles não dam macarrão e quando dão da sem sal
"
X058,Homem,6ºC,"Matemática, História","Arte, Educação Física",adivogado,Muito capaz,"Doença (gripe, virose, entre outros)",A forma como algum professor ou funcionário da escola te trata,Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,JEESP (Jogos Escolares do Estado de São Paulo),Às vezes,Nunca,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Sempre,Às vezes,Às vezes,Às vezes,Sempre,Sempre,Nunca,Às vezes,Às vezes,Sempre,Às vezes,Sempre,7,2,4,
X059,Mulher,9ºA,Geografia,"Geografia, Educação Física",Meu maior sonho e passar de primeira no concurso publico e se torna perita criminal ,Pouco capaz,"Cuidar de familiares (avós, irmãos), Doença (gripe, virose, entre outros)","A forma como algum professor ou funcionário da escola te trata, A forma como a direção ou coordenação te tratam, Seus amigos",Não penso em abandonar a escola,Poucas vezes,"Olimpíadas (OBMEP, OBA, OMN, Canguru de Matemática)",Às vezes,Às vezes,Nunca,Nunca,Às vezes,Nunca,Nunca,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Sempre,Sempre,Às vezes,Às vezes,Sempre,Sempre,Sempre,Sempre,6,7,4,não. Essa e uma boa escola
X060,Mulher,8ºB,"Matemática, História","Português, Ciências","ser modelo, famosa. e youtuber e se nao der certo policial",Pouco capaz,Chuva ou tempo ruim,"A forma como algum professor ou funcionário da escola te trata, A forma como os professores explicam a matéria, Seus amigos",Poucas vezes,Muitas vezes,Não conheço/Nunca participei de nenhuma,Às vezes,Nunca,Às vezes,Sempre,Nunca,Nunca,Às vezes,Às vezes,Sempre,Às vezes,Às vezes,Às vezes,Sempre,Sempre,Sempre,Nunca,Às vezes,Sempre,Às vezes,Às vezes,6,3,4,"Eu nao gosto de alguns aluos, porque tem brincadeiras muito. muito infantil nao leva nada, nada a sério nem quand precisa, principalmente quando o professor explica ficam rindo e conversando e nao conseguimos prestar atencao na aula "
X061,ABu,8ºB,"Ciências, Educação Física","Português, Projeto de Vida",ABU,Pouco capaz,"Chuva ou tempo ruim, Doença (gripe, virose, entre outros)","A forma como os professores explicam a matéria, Como os professores ouvem você e os outros alunos",Poucas vezes,"Nem muito, nem pouco","Olimpíadas (OBMEP, OBA, OMN, Canguru de Matemática), Projeto de Pesquisa",Às vezes,Nunca,Sempre,Às vezes,Nunca,Sempre,Nunca,Às vezes,Sempre,Nunca,Às vezes,Nunca,Às vezes,Nunca,Sempre,Sempre,Nunca,Sempre,Às vezes,Às vezes,1,2,2,"ABU
"
X062,Mulher,6ºC,"Ciências, Arte","Matemática, Educação Física",ser milonária e ajuda e  familia e quem precisa.,Muito capaz,"Chuva ou tempo ruim, Problemas de transporte (ônibus atrasado, trânsito, etc)","A forma como algum professor ou funcionário da escola te trata, Seus amigos, Os jogos, esportes ou eventos da escola",Não penso em abandonar a escola,Poucas vezes,Projeto de Pesquisa,Às vezes,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Sempre,Nunca,Sempre,Sempre,Sempre,Sempre,Às vezes,Às vezes,Às vezes,2,1,3,e que minha escola e boa só que as bolachas me quebra e o leite tambem. o almoço as vezes porque só nesse anos repitiu a comida 1000 vezes.
X063,Homem,9ºA,"Matemática, Projeto de Vida","Português, Geografia",se tornar um grande chef de restaurantes renomados,Normal,"Cuidar de familiares (avós, irmãos), Problemas de transporte (ônibus atrasado, trânsito, etc)","A forma como algum professor ou funcionário da escola te trata, A forma como a direção ou coordenação te tratam, Seus amigos",Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,"ETEC, Olimpíadas (OBMEP, OBA, OMN, Canguru de Matemática), SENAI",Nunca,Nunca,Às vezes,Nunca,Às vezes,Sempre,Nunca,Nunca,Sempre,Às vezes,Às vezes,Sempre,Sempre,Sempre,Às vezes,Às vezes,Sempre,Sempre,Sempre,Sempre,4,8,4,
X064,Mulher,6ºC,"Matemática, Projeto de Vida","Português, História",me formar e trabalhar como pisicologa,Normal,"Cuidar de familiares (avós, irmãos), Doença (gripe, virose, entre outros)","A forma como algum professor ou funcionário da escola te trata, A forma como os professores explicam a matéria, Seus amigos",Poucas vezes,"Nem muito, nem pouco",IF - Instituto Federal,Às vezes,Às vezes,Nunca,Às vezes,Às vezes,Nunca,Sempre,Nunca,Às vezes,Às vezes,Às vezes,Sempre,Às vezes,Sempre,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,10,9,4,
X065,Homem,9ºA,"Ciências, Geografia","Português, História",ser jogardor,Muito capaz,"Chuva ou tempo ruim, Cuidar de familiares (avós, irmãos)","A forma como algum professor ou funcionário da escola te trata, Seus amigos, Os jogos, esportes ou eventos da escola",Não penso em abandonar a escola,Poucas vezes,"Olimpíadas (OBMEP, OBA, OMN, Canguru de Matemática)",Nunca,Nunca,Nunca,Nunca,Nunca,Às vezes,Às vezes,Sempre,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Sempre,Às vezes,Às vezes,Sempre,Sempre,Sempre,Sempre,1,10,3,sim
X066,Homem,9ºA,"Matemática, ingles","História, Educação Física",tocar bateria para famosos,Muito capaz,"Cuidar de familiares (avós, irmãos), Doença (gripe, virose, entre outros)","A forma como algum professor ou funcionário da escola te trata, Seus amigos",Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,"ETEC, SENAI, FATEC",Nunca,Às vezes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Sempre,Às vezes,9,2,4,quero sair e ir pra uma escola regular
X067,Mulher,6ºC,"Arte, Projeto de Vida","Matemática, Educação Física",me forma e da uma boa condição para minha familia quero ser adivogada,Normal,"Cuidar de familiares (avós, irmãos), Doença (gripe, virose, entre outros)","A forma como algum professor ou funcionário da escola te trata, A forma como a direção ou coordenação te tratam, Seus amigos",Muitas vezes,Não fui vítima de bullying/agressões nos últimos 12 meses,"ETEC, Olimpíadas (OBMEP, OBA, OMN, Canguru de Matemática)",Às vezes,Nunca,Nunca,Às vezes,Nunca,Sempre,Às vezes,Às vezes,Sempre,Às vezes,Às vezes,Às vezes,Às vezes,Sempre,Sempre,Às vezes,Às vezes,Às vezes,Sempre,Às vezes,1,0,2,acho a escola muito boa os professores se dedica muito 
X068,Mulher,6ºC,"Arte, Projeto de Vida","Matemática, Educação Física",SER PROFESSORA DE MATEMATICA,Muito capaz,"Problemas de transporte (ônibus atrasado, trânsito, etc)","A forma como algum professor ou funcionário da escola te trata, A forma como os professores explicam a matéria, Seus amigos",Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,"Olimpíadas (OBMEP, OBA, OMN, Canguru de Matemática)",Nunca,Nunca,Nunca,Nunca,Nunca,Às vezes,Nunca,Nunca,Sempre,Sempre,Às vezes,Sempre,Nunca,Sempre,Sempre,Sempre,Às vezes,Sempre,Sempre,Sempre,10,3,4,"VAMOS COMESAR,EU AMO MUITO A ESCOLA AMO MATEMATICA SE FOSSE POR MIM EU TIRARIA OS FINAIS DE SEMANA E OS FERIADOS!!!!!! POR QUE 
1-A ESCOLA E MUITO INPORTANTE PARA TODOS MAIS MUITOS NÃO ACHAM ISSO MAS E A VERDADE 
2-EU AMO MATEMATICA POR E UMA MATERIA MUITO INTERESANTE  E EU AMO A PARTE DE NUMERO ROMANO 
3-EU AMO OS RECREIOS DA ESCOLA DE 
4-AMO PORTUGES E 
ADOROS OS MEUS AMIGOS DE MAIS MARIA NEYMAR SOPHIA YNGRID LARA "
X069,Homem,8ºB,"Geografia, Projeto de Vida","Português, Arte",Ser jogador de futebol e jogar pelo Corinthians,Muito capaz,"Chuva ou tempo ruim, Doença (gripe, virose, entre outros)","Seus amigos, Os jogos, esportes ou eventos da escola, A segurança da escola","Nem muito, nem pouco",Muitas vezes,Não conheço/Nunca participei de nenhuma,Nunca,Nunca,Nunca,Nunca,Às vezes,Às vezes,Às vezes,Nunca,Nunca,Às vezes,Às vezes,Sempre,Às vezes,Às vezes,Nunca,Às vezes,Sempre,Sempre,Às vezes,Às vezes,0,6,3,
X070,Mulher,6ºC,"Matemática, Arte","Português, Geografia",diter um porco da emtia,Normal,Chuva ou tempo ruim,"Os jogos, esportes ou eventos da escola, Como os professores ouvem você e os outros alunos, A segurança da escola",Não penso em abandonar a escola,Muitas vezes,Projeto de Pesquisa,Sempre,Nunca,Às vezes,Nunca,Sempre,Sempre,Às vezes,Nunca,Sempre,Às vezes,Sempre,Sempre,Nunca,Sempre,Nunca,Sempre,Nunca,Sempre,Às vezes,Sempre,10,9,4,
X071,Homem,8ºB,"Matemática, História","Geografia, Educação Física",jogado de basquete,Muito capaz,"Chuva ou tempo ruim, Cuidar de familiares (avós, irmãos)","A forma como a direção ou coordenação te tratam, Os jogos, esportes ou eventos da escola","Nem muito, nem pouco","Nem muito, nem pouco","IF - Instituto Federal, JEESP (Jogos Escolares do Estado de São Paulo)",Nunca,Nunca,Às vezes,Nunca,Sempre,Nunca,Às vezes,Às vezes,Nunca,Às vezes,Nunca,Às vezes,Nunca,Às vezes,Às vezes,Nunca,Nunca,Às vezes,Às vezes,Nunca,5,0,4,eu gosto de uma menina
X072,Homem,6ºC,"Português, Arte","Matemática, Educação Física",ser jogador de futebol,Pouco capaz,"Doença (gripe, virose, entre outros)","Seus amigos, Os jogos, esportes ou eventos da escola",Muitas vezes,Não fui vítima de bullying/agressões nos últimos 12 meses,JEESP (Jogos Escolares do Estado de São Paulo),Às vezes,Nunca,Às vezes,Às vezes,Nunca,Nunca,Nunca,Sempre,Às vezes,Às vezes,Nunca,Às vezes,Sempre,Sempre,Sempre,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,7,3,2,nao
X073,Mulher,6ºC,"Ciências, História","Português, Matemática",fica rica de dinheiro por que de saude eu ja sou,Muito capaz,"Doença (gripe, virose, entre outros), Problemas de transporte (ônibus atrasado, trânsito, etc)","Seus amigos, Os jogos, esportes ou eventos da escola, A segurança da escola",Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,JEESP (Jogos Escolares do Estado de São Paulo),Nunca,Às vezes,Nunca,Nunca,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Nunca,Às vezes,Sempre,Sempre,Às vezes,Às vezes,Sempre,Às vezes,Às vezes,Às vezes,Às vezes,5,6,4,
X074,Homem,6ºC,"Geografia, Arte","Português, Ciências","ser policial e dar o primeiro milhão para a minha mãe 
",Pouco capaz,"Doença (gripe, virose, entre outros)","A forma como a direção ou coordenação te tratam, A forma como os professores explicam a matéria, Como os professores ouvem você e os outros alunos",Muitas vezes,Poucas vezes,JEESP (Jogos Escolares do Estado de São Paulo),Sempre,Sempre,Sempre,Sempre,Sempre,Nunca,Nunca,Sempre,Às vezes,Nunca,Nunca,Sempre,Sempre,Sempre,Sempre,Às vezes,Sempre,Às vezes,Sempre,Às vezes,6,8,4,não
X075,Homem,8ºB,"Matemática, História","Arte, Educação Física",ta uma casa para minha mae,Pouco capaz,"Chuva ou tempo ruim, Problemas de transporte (ônibus atrasado, trânsito, etc)","A forma como os professores explicam a matéria, Seus amigos, Os jogos, esportes ou eventos da escola",Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,"JEESP (Jogos Escolares do Estado de São Paulo), Não conheço/Nunca participei de nenhuma",Sempre,Sempre,Às vezes,Às vezes,Às vezes,Nunca,Às vezes,Às vezes,Nunca,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,9,5,3,nao
X076,Homem,8ºB,"História, Geografia","Português, Ciências",Jogador de Futebol,Normal,"Chuva ou tempo ruim, Doença (gripe, virose, entre outros)","A forma como algum professor ou funcionário da escola te trata, A forma como a direção ou coordenação te tratam, Seus amigos",Não penso em abandonar a escola,Poucas vezes,Não conheço/Nunca participei de nenhuma,Nunca,Nunca,Nunca,Nunca,Nunca,Sempre,Nunca,Nunca,Às vezes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Sempre,Sempre,Sempre,Sempre,2,4,3,
X077,Mulher,6ºC,"Matemática, Geografia","Português, História",trabalhar como pisicologa,Normal,"Cuidar de familiares (avós, irmãos), Doença (gripe, virose, entre outros)","A forma como algum professor ou funcionário da escola te trata, A forma como os professores explicam a matéria",Poucas vezes,Poucas vezes,IF - Instituto Federal,Nunca,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Sempre,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,10,2,4,"gosto muito da escola e de alguns professores que espliçaão muito bem e  sinto saudade da profesora simone amo ela.

 "
X078,Mulher,6ºC,"Matemática, Projeto de Vida","Projeto de Vida, ema",cer ginasta,Normal,"Chuva ou tempo ruim, Problemas de transporte (ônibus atrasado, trânsito, etc)","A forma como algum professor ou funcionário da escola te trata, A forma como os professores explicam a matéria, Como os professores ouvem você e os outros alunos",Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,Projeto de Pesquisa,Às vezes,Às vezes,Às vezes,Nunca,Às vezes,Nunca,Às vezes,Sempre,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Nunca,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,4,0,2,a escola é ata queboua 
X079,Mulher,6ºC,"Matemática, Projeto de Vida","Projeto de Vida, ema",cer ginasta,Normal,"Chuva ou tempo ruim, Problemas de transporte (ônibus atrasado, trânsito, etc)","A forma como algum professor ou funcionário da escola te trata, A forma como os professores explicam a matéria, Como os professores ouvem você e os outros alunos",Não penso em abandonar a escola,Não fui vítima de bullying/agressões nos últimos 12 meses,Projeto de Pesquisa,Às vezes,Às vezes,Às vezes,Nunca,Às vezes,Nunca,Às vezes,Sempre,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Nunca,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,3,3,2,a escola é ata queboua 
X080,Homem,8ºB,"Matemática, História","Arte, Educação Física",ser milionário e ser milionário,Normal,"Chuva ou tempo ruim, Doença (gripe, virose, entre outros)","Seus amigos, Os jogos, esportes ou eventos da escola","Nem muito, nem pouco",Não fui vítima de bullying/agressões nos últimos 12 meses,Não conheço/Nunca participei de nenhuma,Às vezes,Às vezes,Nunca,Nunca,Às vezes,Às vezes,Às vezes,Sempre,Nunca,Sempre,Às vezes,Sempre,Sempre,Às vezes,Nunca,Às vezes,Às vezes,Sempre,Às vezes,Sempre,5,6,1,da comida da escola e repetida e não gosto muito:(
X081,Homem,6ºC,"Geografia, Arte","Português, Ciências",ter uma namurada,Não me vejo alcançando esse sonho,"Doença (gripe, virose, entre outros)","Seus amigos, Os jogos, esportes ou eventos da escola, A segurança da escola","Nem muito, nem pouco",Poucas vezes,"Olimpíadas (OBMEP, OBA, OMN, Canguru de Matemática), SENAI",Às vezes,Nunca,Às vezes,Sempre,Nunca,Sempre,Às vezes,Às vezes,Sempre,Às vezes,Nunca,Às vezes,Sempre,Às vezes,Sempre,Às vezes,Sempre,Nunca,Sempre,Nunca,6,0,4,as bolacha era muito ruim mais agor melhorou
X082,Homem,7ºB,"Matemática, História","Português, Educação Física",conhecer o Neymar,Pouco capaz,"Cuidar de familiares (avós, irmãos), Doença (gripe, virose, entre outros)","A forma como os professores explicam a matéria, Seus amigos, Os jogos, esportes ou eventos da escola",Não penso em abandonar a escola,Poucas vezes,Não conheço/Nunca participei de nenhuma,Às vezes,Nunca,Nunca,Às vezes,Às vezes,Nunca,Nunca,Sempre,Nunca,Nunca,Às vezes,Sempre,Sempre,Sempre,Às vezes,Sempre,Sempre,Sempre,Às vezes,Às vezes,6,8,4,não
X083,Homem,7ºB,"Matemática, Geografia","Português, Educação Física",Ser Pediatra ,Muito capaz,"Chuva ou tempo ruim, Doença (gripe, virose, entre outros)","Seus amigos, Os jogos, esportes ou eventos da escola",Poucas vezes,Não fui vítima de bullying/agressões nos últimos 12 meses,Não conheço/Nunca participei de nenhuma,Nunca,Nunca,Nunca,Nunca,Às vezes,Nunca,Nunca,Nunca,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Às vezes,Sempre,Às vezes,Às vezes,7,6,4,"Não,obrigado até mais"
X084,Mulher,7ºB,"Português, Matemática","Ciências, Projeto de Vida",Ser adevogada,Normal,"Doença (gripe, virose, entre outros)","A forma como algum professor ou funcionário da escola te trata, A forma como a direção ou coordenação te tratam, Seus amigos",Não penso em abandonar a escola,Poucas vezes,Não conheço/Nunca participei de nenhuma,Nunca,Sempre,Nunca,Nunca,Nunca,Nunca,Às vezes,Às vezes,Nunca,Às vezes,Às vezes,Sempre,Às vezes,Sempre,Às vezes,Sempre,Às vezes,Sempre,Às vezes,Às vezes,5,7,4,AMO MINHA FAMILIA E AMIGOS
X085,Homem,7ºB,"Matemática, Geografia","Ciências, Educação Física",Ser jogador,Normal,Chuva ou tempo ruim,"A forma como algum professor ou funcionário da escola te trata, Seus amigos, Os jogos, esportes ou eventos da escola","Nem muito, nem pouco",Não fui vítima de bullying/agressões nos últimos 12 meses,JEESP (Jogos Escolares do Estado de São Paulo),Nunca,Às vezes,Nunca,Nunca,Sempre,Nunca,Às vezes,Sempre,Sempre,Nunca,Sempre,Às vezes,Nunca,Às vezes,Às vezes,Às vezes,Sempre,Às vezes,Às vezes,Sempre,10,7,3,Não
